Order ID,Customer ID,Product Name,Category,Order Date,Return Date,Return Reason,Refund Amount,Processing Time (Days),Customer Type,Region
1120,C2777,Water Purifier,Home & Kitchen,2024-01-12,2024-01-23,Late Delivery,5999,4,Returning,Kolkata
1121,C1387,Leather Wallet,Fashion,2024-01-07,2024-01-15,Wrong Size,899,4,New,Ahmedabad
1122,C3100,Denim Jacket,Fashion,2024-01-03,2024-01-14,Late Delivery,1999,6,New,Delhi
1123,C9226,History of India,Books,2024-01-15,2024-01-23,Other,999,4,New,Bangalore
1124,C5205,Dumbbells,Sports,2024-01-18,2024-01-28,Wrong Size,2999,7,New,Bangalore
1125,C8542,Self-Help Guide,Books,2024-01-06,2024-01-19,Defective,499,7,New,Bangalore
1126,C1781,Running Shoes,Fashion,2024-01-12,2024-01-21,Defective,1499,3,Returning,Chennai
1127,C1366,Water Purifier,Home & Kitchen,2024-01-09,2024-01-20,Late Delivery,5999,6,Returning,Ahmedabad
1128,C3935,Football,Sports,2024-01-26,2024-01-31,Late Delivery,799,3,Returning,Ahmedabad
1129,C8000,Sunglasses,Fashion,2024-01-10,2024-01-23,Other,999,9,Returning,Pune
1130,C6877,Leather Wallet,Fashion,2024-01-30,2024-02-08,Defective,899,8,New,Ahmedabad
1131,C7586,Sunglasses,Fashion,2024-01-15,2024-01-27,Other,999,6,Returning,Hyderabad
1132,C7837,Self-Help Guide,Books,2024-01-10,2024-01-23,Wrong Size,499,7,New,Bangalore
1133,C7289,Badminton Racket,Sports,2024-01-14,2024-01-21,Defective,1299,7,Returning,Kolkata
1134,C8503,Wireless Mouse,Electronics,2024-01-08,2024-01-16,Wrong Size,599,7,New,Bangalore
1135,C2322,Dumbbells,Sports,2024-01-26,2024-02-04,Wrong Product,2999,7,New,Kolkata
1136,C7764,Dumbbells,Sports,2024-01-13,2024-01-20,Late Delivery,2999,9,New,Chennai
1137,C6649,Air Fryer,Home & Kitchen,2024-01-17,2024-01-24,Wrong Product,4999,9,New,Chennai
1138,C2242,History of India,Books,2024-01-07,2024-01-17,Defective,999,6,Returning,Ahmedabad
1139,C7058,Laptop Cooling Pad,Electronics,2024-01-13,2024-01-21,Other,1299,6,New,Bangalore
1140,C5057,Science Fiction,Books,2024-01-06,2024-01-15,Wrong Product,699,4,Returning,Delhi
1141,C8686,Laptop Cooling Pad,Electronics,2024-01-16,2024-01-21,Defective,1299,7,New,Kolkata
1142,C1586,Wireless Mouse,Electronics,2024-01-15,2024-01-21,Wrong Size,599,10,New,Ahmedabad
1143,C2874,Leather Wallet,Fashion,2024-01-24,2024-02-08,Late Delivery,899,8,Returning,Kolkata
1144,C7206,Yoga Mat,Sports,2024-01-03,2024-01-09,Late Delivery,599,4,Returning,Chennai
1145,C2726,Business Strategies,Books,2024-01-30,2024-02-13,Defective,899,7,Returning,Ahmedabad
1146,C9033,Yoga Mat,Sports,2024-01-07,2024-01-22,Defective,599,3,Returning,Mumbai
1147,C7409,Water Purifier,Home & Kitchen,2024-01-06,2024-01-14,Defective,5999,3,Returning,Pune
1148,C2747,Smartwatch,Electronics,2024-01-20,2024-02-03,Wrong Size,2999,8,Returning,Delhi
1149,C3019,Self-Help Guide,Books,2024-01-10,2024-01-21,Other,499,10,Returning,Bangalore
1150,C7415,Wireless Mouse,Electronics,2024-01-07,2024-01-14,Wrong Size,599,3,New,Delhi
1151,C7175,Leather Wallet,Fashion,2024-01-07,2024-01-12,Other,899,9,Returning,Mumbai
1152,C1840,Laptop Cooling Pad,Electronics,2024-01-20,2024-01-25,Wrong Product,1299,8,New,Ahmedabad
1153,C5865,Leather Wallet,Fashion,2024-01-27,2024-02-11,Defective,899,10,New,Hyderabad
1154,C6288,Air Fryer,Home & Kitchen,2024-01-23,2024-02-03,Wrong Product,4999,9,New,Bangalore
1155,C3732,Badminton Racket,Sports,2024-01-30,2024-02-09,Wrong Product,1299,9,Returning,Bangalore
1156,C4754,Leather Wallet,Fashion,2024-01-09,2024-01-14,Wrong Size,899,10,Returning,Mumbai
1157,C7887,Football,Sports,2024-01-22,2024-01-28,Wrong Size,799,3,Returning,Delhi
1158,C8711,Running Shoes,Fashion,2024-01-06,2024-01-17,Late Delivery,1499,9,New,Pune
1159,C9310,Leather Wallet,Fashion,2024-01-06,2024-01-14,Wrong Size,899,4,New,Chennai
1160,C4962,Pressure Cooker,Home & Kitchen,2024-01-06,2024-01-13,Wrong Size,2499,9,New,Mumbai
1161,C7092,Laptop Cooling Pad,Electronics,2024-01-18,2024-01-25,Wrong Size,1299,5,Returning,Bangalore
1162,C4196,Science Fiction,Books,2024-01-03,2024-01-18,Late Delivery,699,6,Returning,Kolkata
1163,C9766,Pressure Cooker,Home & Kitchen,2024-01-03,2024-01-13,Other,2499,10,Returning,Pune
1164,C9956,Leather Wallet,Fashion,2024-01-24,2024-02-01,Defective,899,4,New,Pune
1165,C1870,Self-Help Guide,Books,2024-01-09,2024-01-18,Wrong Size,499,8,New,Bangalore
1166,C3681,Air Fryer,Home & Kitchen,2024-01-17,2024-01-29,Other,4999,10,Returning,Delhi
1167,C9598,Laptop Cooling Pad,Electronics,2024-01-02,2024-01-16,Wrong Product,1299,4,New,Mumbai
1168,C3025,Science Fiction,Books,2024-01-29,2024-02-04,Defective,699,4,New,Bangalore
1169,C7962,Vacuum Cleaner,Home & Kitchen,2024-01-26,2024-02-10,Wrong Size,3999,3,Returning,Ahmedabad
1170,C8559,Pressure Cooker,Home & Kitchen,2024-01-02,2024-01-16,Other,2499,6,New,Delhi
1171,C2670,Yoga Mat,Sports,2024-01-22,2024-02-04,Late Delivery,599,8,Returning,Delhi
1172,C6969,Self-Help Guide,Books,2024-01-21,2024-01-30,Late Delivery,499,9,Returning,Chennai
1173,C4943,Air Fryer,Home & Kitchen,2024-01-29,2024-02-05,Wrong Product,4999,8,New,Hyderabad
1174,C1394,Yoga Mat,Sports,2024-01-08,2024-01-21,Late Delivery,599,7,New,Pune
1175,C9103,Football,Sports,2024-01-29,2024-02-06,Other,799,5,Returning,Bangalore
1176,C5796,Wireless Mouse,Electronics,2024-01-29,2024-02-10,Wrong Size,599,3,Returning,Bangalore
1177,C6489,Sunglasses,Fashion,2024-01-12,2024-01-23,Late Delivery,999,6,Returning,Chennai
1178,C2428,Yoga Mat,Sports,2024-01-16,2024-01-31,Other,599,7,Returning,Ahmedabad
1179,C5232,Badminton Racket,Sports,2024-01-27,2024-02-02,Other,1299,6,Returning,Kolkata
1180,C4890,Business Strategies,Books,2024-01-16,2024-01-23,Other,899,10,New,Kolkata
1181,C3413,Self-Help Guide,Books,2024-01-20,2024-02-04,Other,499,8,Returning,Delhi
1182,C2517,Smartwatch,Electronics,2024-01-01,2024-01-08,Wrong Product,2999,4,New,Chennai
1183,C3796,Bluetooth Headphones,Electronics,2024-01-08,2024-01-16,Late Delivery,1999,5,New,Bangalore
1184,C1330,Yoga Mat,Sports,2024-01-04,2024-01-19,Wrong Size,599,6,Returning,Pune
1185,C2251,Badminton Racket,Sports,2024-01-26,2024-02-05,Other,1299,8,New,Bangalore
1186,C5466,Yoga Mat,Sports,2024-01-14,2024-01-27,Late Delivery,599,5,New,Bangalore
1187,C6015,Air Fryer,Home & Kitchen,2024-01-29,2024-02-10,Late Delivery,4999,7,Returning,Kolkata
1188,C2189,Yoga Mat,Sports,2024-01-23,2024-01-30,Other,599,4,Returning,Hyderabad
1189,C6753,Business Strategies,Books,2024-01-06,2024-01-12,Defective,899,10,New,Ahmedabad
1190,C9527,Laptop Cooling Pad,Electronics,2024-01-26,2024-02-01,Late Delivery,1299,4,Returning,Mumbai
1191,C3590,Football,Sports,2024-01-04,2024-01-14,Defective,799,4,New,Chennai
1192,C4702,Vacuum Cleaner,Home & Kitchen,2024-01-09,2024-01-23,Wrong Size,3999,4,Returning,Delhi
1193,C5758,Denim Jacket,Fashion,2024-01-02,2024-01-12,Wrong Size,1999,4,Returning,Mumbai
1194,C1683,Pressure Cooker,Home & Kitchen,2024-01-22,2024-01-29,Wrong Size,2499,3,New,Bangalore
1195,C2802,Yoga Mat,Sports,2024-01-01,2024-01-08,Wrong Size,599,7,New,Pune
1196,C5656,History of India,Books,2024-01-18,2024-01-24,Late Delivery,999,9,New,Mumbai
1197,C5614,Vacuum Cleaner,Home & Kitchen,2024-01-30,2024-02-05,Late Delivery,3999,7,Returning,Ahmedabad
1198,C8339,Smartwatch,Electronics,2024-01-06,2024-01-18,Late Delivery,2999,3,New,Mumbai
1199,C7505,Badminton Racket,Sports,2024-01-25,2024-01-31,Wrong Size,1299,7,New,Kolkata
1200,C8866,Laptop Cooling Pad,Electronics,2024-01-22,2024-01-29,Other,1299,10,Returning,Ahmedabad
1201,C9531,Badminton Racket,Sports,2024-01-28,2024-02-12,Late Delivery,1299,7,New,Bangalore
1202,C7106,Dumbbells,Sports,2024-01-14,2024-01-24,Late Delivery,2999,4,New,Hyderabad
1203,C8814,Running Shoes,Fashion,2024-01-04,2024-01-18,Wrong Size,1499,8,Returning,Bangalore
1204,C8808,Water Purifier,Home & Kitchen,2024-01-25,2024-02-02,Wrong Size,5999,5,Returning,Kolkata
1205,C4510,Bluetooth Headphones,Electronics,2024-01-09,2024-01-24,Wrong Product,1999,5,Returning,Mumbai
1206,C2275,Science Fiction,Books,2024-01-20,2024-01-29,Wrong Product,699,9,Returning,Pune
1207,C5027,Wireless Mouse,Electronics,2024-01-01,2024-01-16,Defective,599,8,New,Pune
1208,C3327,Denim Jacket,Fashion,2024-01-20,2024-01-29,Wrong Size,1999,3,New,Chennai
1209,C9566,Dumbbells,Sports,2024-01-25,2024-02-08,Defective,2999,8,New,Hyderabad
1210,C7307,Denim Jacket,Fashion,2024-01-17,2024-01-29,Other,1999,6,New,Kolkata
1211,C3716,Denim Jacket,Fashion,2024-01-21,2024-01-27,Late Delivery,1999,7,Returning,Ahmedabad
1212,C7093,Denim Jacket,Fashion,2024-01-11,2024-01-20,Defective,1999,8,Returning,Chennai
1213,C2838,Laptop Cooling Pad,Electronics,2024-01-13,2024-01-22,Other,1299,4,New,Pune
1214,C5232,Vacuum Cleaner,Home & Kitchen,2024-01-27,2024-02-11,Late Delivery,3999,7,Returning,Mumbai
1215,C7711,Badminton Racket,Sports,2024-01-29,2024-02-12,Late Delivery,1299,4,Returning,Hyderabad
1216,C9423,Running Shoes,Fashion,2024-01-23,2024-02-05,Wrong Size,1499,8,New,Bangalore
1217,C8635,Football,Sports,2024-01-15,2024-01-28,Other,799,4,Returning,Chennai
1218,C2946,Bluetooth Headphones,Electronics,2024-01-03,2024-01-18,Wrong Size,1999,3,Returning,Mumbai
1219,C5501,Sunglasses,Fashion,2024-01-11,2024-01-16,Defective,999,9,New,Pune
1220,C2230,Bluetooth Headphones,Electronics,2024-01-01,2024-01-11,Defective,1999,8,Returning,Ahmedabad
1221,C4930,Smartwatch,Electronics,2024-01-09,2024-01-24,Wrong Size,2999,10,Returning,Pune
1222,C5665,Laptop Cooling Pad,Electronics,2024-01-26,2024-02-08,Other,1299,4,Returning,Chennai
1223,C2026,Smartwatch,Electronics,2024-01-18,2024-01-28,Wrong Product,2999,9,New,Ahmedabad
1224,C4668,Badminton Racket,Sports,2024-01-03,2024-01-18,Late Delivery,1299,10,Returning,Mumbai
1225,C5099,Smartwatch,Electronics,2024-01-12,2024-01-25,Wrong Product,2999,8,Returning,Hyderabad
1226,C9961,History of India,Books,2024-01-30,2024-02-14,Wrong Product,999,3,Returning,Chennai
1227,C3933,Football,Sports,2024-01-01,2024-01-15,Wrong Product,799,10,Returning,Mumbai
1228,C5792,Science Fiction,Books,2024-01-21,2024-01-27,Wrong Product,699,3,New,Kolkata
1229,C3921,Denim Jacket,Fashion,2024-01-01,2024-01-16,Other,1999,10,Returning,Hyderabad
1230,C9335,Smartwatch,Electronics,2024-01-25,2024-02-07,Wrong Size,2999,3,Returning,Delhi
1231,C8333,Laptop Cooling Pad,Electronics,2024-01-13,2024-01-25,Defective,1299,8,New,Bangalore
1232,C5950,Bluetooth Headphones,Electronics,2024-01-24,2024-02-02,Wrong Size,1999,6,New,Delhi
1233,C2902,Sunglasses,Fashion,2024-01-15,2024-01-29,Wrong Product,999,7,Returning,Bangalore
1234,C7282,Sunglasses,Fashion,2024-01-02,2024-01-10,Other,999,4,Returning,Bangalore
1235,C5318,Dumbbells,Sports,2024-01-25,2024-02-05,Other,2999,5,New,Mumbai
1236,C4610,Denim Jacket,Fashion,2024-01-18,2024-01-27,Defective,1999,10,New,Ahmedabad
1237,C1422,Denim Jacket,Fashion,2024-01-04,2024-01-13,Wrong Size,1999,5,New,Pune
1238,C5062,Laptop Cooling Pad,Electronics,2024-01-09,2024-01-14,Wrong Size,1299,9,Returning,Ahmedabad
1239,C4678,Air Fryer,Home & Kitchen,2024-01-27,2024-02-05,Defective,4999,8,Returning,Hyderabad
1240,C5159,Football,Sports,2024-01-19,2024-01-28,Late Delivery,799,7,Returning,Mumbai
1241,C1413,Denim Jacket,Fashion,2024-01-13,2024-01-26,Defective,1999,8,New,Pune
1242,C9003,Science Fiction,Books,2024-01-15,2024-01-26,Late Delivery,699,7,Returning,Mumbai
1243,C9376,Wireless Mouse,Electronics,2024-01-08,2024-01-21,Wrong Size,599,7,Returning,Bangalore
1244,C6381,Leather Wallet,Fashion,2024-01-22,2024-01-31,Defective,899,5,New,Hyderabad
1245,C6539,Science Fiction,Books,2024-01-01,2024-01-10,Defective,699,9,New,Kolkata
1246,C9212,Wireless Mouse,Electronics,2024-01-31,2024-02-13,Late Delivery,599,6,New,Ahmedabad
1247,C7861,Wireless Mouse,Electronics,2024-01-07,2024-01-22,Other,599,6,Returning,Chennai
1248,C7407,Business Strategies,Books,2024-01-31,2024-02-12,Other,899,7,Returning,Delhi
1249,C4565,Pressure Cooker,Home & Kitchen,2024-01-07,2024-01-16,Defective,2499,3,Returning,Ahmedabad
1250,C5822,Bluetooth Headphones,Electronics,2024-01-01,2024-01-15,Defective,1999,6,New,Hyderabad
1251,C5742,Laptop Cooling Pad,Electronics,2024-01-09,2024-01-15,Other,1299,6,Returning,Hyderabad
1252,C3492,Badminton Racket,Sports,2024-01-28,2024-02-03,Wrong Size,1299,6,Returning,Mumbai
1253,C6987,Running Shoes,Fashion,2024-01-27,2024-02-10,Other,1499,7,Returning,Chennai
1254,C5858,Laptop Cooling Pad,Electronics,2024-01-26,2024-01-31,Defective,1299,7,Returning,Delhi
1255,C4656,History of India,Books,2024-01-09,2024-01-15,Other,999,5,Returning,Kolkata
1256,C4605,Yoga Mat,Sports,2024-01-06,2024-01-19,Other,599,10,Returning,Mumbai
1257,C4009,Denim Jacket,Fashion,2024-01-10,2024-01-23,Other,1999,5,New,Kolkata
1258,C4047,Water Purifier,Home & Kitchen,2024-01-29,2024-02-09,Wrong Size,5999,9,New,Delhi
1259,C9473,Sunglasses,Fashion,2024-01-30,2024-02-07,Wrong Size,999,8,New,Bangalore
1260,C3935,Running Shoes,Fashion,2024-01-10,2024-01-18,Other,1499,8,Returning,Bangalore
1261,C5246,Laptop Cooling Pad,Electronics,2024-01-26,2024-02-02,Other,1299,9,New,Pune
